image_path,label,forgery_type,resolution,paired_fake,forgery_method
data/ff_plus_plus/train/Real/852_f381.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/852_834_f381.jpg,Deepfakes
data/ff_plus_plus/train/Real/939_f211.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/939_115_f211.jpg,Deepfakes
data/ff_plus_plus/train/Real/298_f176.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/298_279_f176.jpg,Deepfakes
data/ff_plus_plus/train/Real/728_f332.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/728_673_f332.jpg,Deepfakes
data/ff_plus_plus/train/Real/584_f16.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/584_823_f16.jpg,Deepfakes
data/ff_plus_plus/train/Real/017_f150.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/017_803_f150.jpg,Deepfakes
data/ff_plus_plus/train/Real/962_f379.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/962_929_f379.jpg,Deepfakes
data/ff_plus_plus/train/Real/226_f202.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/226_491_f202.jpg,Deepfakes
data/ff_plus_plus/train/Real/869_f103.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/869_780_f103.jpg,Deepfakes
data/ff_plus_plus/train/Real/416_f225.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/416_342_f225.jpg,Deepfakes
data/ff_plus_plus/train/Real/304_f21.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/304_300_f21.jpg,Deepfakes
data/ff_plus_plus/train/Real/229_f364.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/229_247_f364.jpg,Deepfakes
data/ff_plus_plus/train/Real/672_f279.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/672_720_f279.jpg,Deepfakes
data/ff_plus_plus/train/Real/427_f193.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/427_637_f193.jpg,Deepfakes
data/ff_plus_plus/train/Real/580_f260.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/580_524_f260.jpg,Deepfakes
data/ff_plus_plus/train/Real/357_f178.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/357_432_f178.jpg,Deepfakes
data/ff_plus_plus/train/Real/543_f98.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/543_559_f98.jpg,Deepfakes
data/ff_plus_plus/train/Real/070_f25.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/070_057_f25.jpg,Deepfakes
data/ff_plus_plus/train/Real/631_f175.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/631_551_f175.jpg,Deepfakes
data/ff_plus_plus/train/Real/085_f33.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/085_124_f33.jpg,Deepfakes
data/ff_plus_plus/train/Real/881_f395.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/881_856_f395.jpg,Deepfakes
data/ff_plus_plus/train/Real/917_f184.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/917_924_f184.jpg,Deepfakes
data/ff_plus_plus/train/Real/711_f200.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/711_681_f200.jpg,Deepfakes
data/ff_plus_plus/train/Real/932_f449.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/932_384_f449.jpg,Deepfakes
data/ff_plus_plus/train/Real/735_f193.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/735_774_f193.jpg,Deepfakes
data/ff_plus_plus/train/Real/240_f790.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/240_290_f790.jpg,Deepfakes
data/ff_plus_plus/train/Real/615_f202.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/615_687_f202.jpg,Deepfakes
data/ff_plus_plus/train/Real/540_f0.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/540_536_f0.jpg,Deepfakes
data/ff_plus_plus/train/Real/196_f322.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/196_310_f322.jpg,Deepfakes
data/ff_plus_plus/train/Real/054_f265.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/054_071_f265.jpg,Deepfakes
data/ff_plus_plus/train/Real/098_f20.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/098_092_f20.jpg,Deepfakes
data/ff_plus_plus/train/Real/727_f381.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/727_729_f381.jpg,Deepfakes
data/ff_plus_plus/train/Real/454_f184.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/454_527_f184.jpg,Deepfakes
data/ff_plus_plus/train/Real/034_f28.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/034_590_f28.jpg,Deepfakes
data/ff_plus_plus/train/Real/475_f231.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/475_265_f231.jpg,Deepfakes
data/ff_plus_plus/train/Real/555_f334.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/555_516_f334.jpg,Deepfakes
data/ff_plus_plus/train/Real/867_f769.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/867_765_f769.jpg,Deepfakes
data/ff_plus_plus/train/Real/027_f0.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/027_009_f0.jpg,Deepfakes
data/ff_plus_plus/train/Real/498_f0.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/498_433_f0.jpg,Deepfakes
data/ff_plus_plus/train/Real/241_f130.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/241_210_f130.jpg,Deepfakes
data/ff_plus_plus/train/Real/967_f283.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/967_984_f283.jpg,Deepfakes
data/ff_plus_plus/train/Real/551_f650.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/551_631_f650.jpg,Deepfakes
data/ff_plus_plus/train/Real/551_f0.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/551_631_f0.jpg,Deepfakes
data/ff_plus_plus/train/Real/067_f240.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/067_025_f240.jpg,Deepfakes
data/ff_plus_plus/train/Real/782_f210.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/782_787_f210.jpg,Deepfakes
data/ff_plus_plus/train/Real/754_f0.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/754_758_f0.jpg,Deepfakes
data/ff_plus_plus/train/Real/537_f172.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/537_563_f172.jpg,Deepfakes
data/ff_plus_plus/train/Real/026_f199.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/026_012_f199.jpg,Deepfakes
data/ff_plus_plus/train/Real/729_f240.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/729_727_f240.jpg,Deepfakes
data/ff_plus_plus/train/Real/020_f26.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/020_344_f26.jpg,Deepfakes
data/ff_plus_plus/train/Real/133_f686.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/133_148_f686.jpg,Deepfakes
data/ff_plus_plus/train/Real/941_f442.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/941_940_f442.jpg,Deepfakes
data/ff_plus_plus/train/Real/665_f233.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/665_679_f233.jpg,Deepfakes
data/ff_plus_plus/train/Real/353_f233.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/353_383_f233.jpg,Deepfakes
data/ff_plus_plus/train/Real/751_f136.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/751_752_f136.jpg,Deepfakes
data/ff_plus_plus/train/Real/182_f426.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/182_242_f426.jpg,Deepfakes
data/ff_plus_plus/train/Real/120_f125.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/120_118_f125.jpg,Deepfakes
data/ff_plus_plus/train/Real/043_f85.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/043_110_f85.jpg,Deepfakes
data/ff_plus_plus/train/Real/116_f101.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/116_091_f101.jpg,Deepfakes
data/ff_plus_plus/train/Real/149_f249.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/149_152_f249.jpg,Deepfakes
data/ff_plus_plus/train/Real/351_f141.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/351_346_f141.jpg,Deepfakes
data/ff_plus_plus/train/Real/432_f297.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/432_357_f297.jpg,Deepfakes
data/ff_plus_plus/train/Real/260_f10.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/260_331_f10.jpg,Deepfakes
data/ff_plus_plus/train/Real/573_f358.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/573_757_f358.jpg,Deepfakes
data/ff_plus_plus/train/Real/903_f546.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/903_792_f546.jpg,Deepfakes
data/ff_plus_plus/train/Real/342_f166.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/342_416_f166.jpg,Deepfakes
data/ff_plus_plus/train/Real/587_f474.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/587_535_f474.jpg,Deepfakes
data/ff_plus_plus/train/Real/921_f244.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/921_569_f244.jpg,Deepfakes
data/ff_plus_plus/train/Real/575_f19.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/575_603_f19.jpg,Deepfakes
data/ff_plus_plus/train/Real/261_f512.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/261_254_f512.jpg,Deepfakes
data/ff_plus_plus/train/Real/997_f45.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/997_040_f45.jpg,Deepfakes
data/ff_plus_plus/train/Real/576_f15.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/576_155_f15.jpg,Deepfakes
data/ff_plus_plus/train/Real/736_f99.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/736_785_f99.jpg,Deepfakes
data/ff_plus_plus/train/Real/735_f248.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/735_774_f248.jpg,Deepfakes
data/ff_plus_plus/train/Real/391_f207.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/391_406_f207.jpg,Deepfakes
data/ff_plus_plus/train/Real/614_f436.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/614_616_f436.jpg,Deepfakes
data/ff_plus_plus/train/Real/636_f126.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/636_578_f126.jpg,Deepfakes
data/ff_plus_plus/train/Real/056_f282.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/056_996_f282.jpg,Deepfakes
data/ff_plus_plus/train/Real/110_f38.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/110_043_f38.jpg,Deepfakes
data/ff_plus_plus/train/Real/367_f513.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/367_371_f513.jpg,Deepfakes
data/ff_plus_plus/train/Real/950_f131.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/950_836_f131.jpg,Deepfakes
data/ff_plus_plus/train/Real/273_f132.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/273_807_f132.jpg,Deepfakes
data/ff_plus_plus/train/Real/378_f183.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/378_368_f183.jpg,Deepfakes
data/ff_plus_plus/train/Real/350_f111.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/350_349_f111.jpg,Deepfakes
data/ff_plus_plus/train/Real/078_f72.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/078_955_f72.jpg,Deepfakes
data/ff_plus_plus/train/Real/941_f425.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/941_940_f425.jpg,Deepfakes
data/ff_plus_plus/train/Real/923_f435.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/923_023_f435.jpg,Deepfakes
data/ff_plus_plus/train/Real/636_f46.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/636_578_f46.jpg,Deepfakes
data/ff_plus_plus/train/Real/331_f403.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/331_260_f403.jpg,Deepfakes
data/ff_plus_plus/train/Real/617_f214.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/617_566_f214.jpg,Deepfakes
data/ff_plus_plus/train/Real/815_f155.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/815_730_f155.jpg,Deepfakes
data/ff_plus_plus/train/Real/065_f76.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/065_089_f76.jpg,Deepfakes
data/ff_plus_plus/train/Real/902_f253.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/902_901_f253.jpg,Deepfakes
data/ff_plus_plus/train/Real/754_f137.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/754_758_f137.jpg,Deepfakes
data/ff_plus_plus/train/Real/719_f262.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/719_737_f262.jpg,Deepfakes
data/ff_plus_plus/train/Real/591_f93.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/591_605_f93.jpg,Deepfakes
data/ff_plus_plus/train/Real/356_f134.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/356_324_f134.jpg,Deepfakes
data/ff_plus_plus/train/Real/871_f311.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/871_814_f311.jpg,Deepfakes
data/ff_plus_plus/train/Real/404_f467.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/404_429_f467.jpg,Deepfakes
data/ff_plus_plus/train/Real/276_f68.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/276_185_f68.jpg,Deepfakes
data/ff_plus_plus/train/Real/576_f206.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/576_155_f206.jpg,Deepfakes
data/ff_plus_plus/train/Real/205_f137.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/205_184_f137.jpg,Deepfakes
data/ff_plus_plus/train/Real/498_f228.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/498_433_f228.jpg,Deepfakes
data/ff_plus_plus/train/Real/461_f568.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/461_250_f568.jpg,Deepfakes
data/ff_plus_plus/train/Real/939_f87.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/939_115_f87.jpg,Deepfakes
data/ff_plus_plus/train/Real/698_f198.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/698_693_f198.jpg,Deepfakes
data/ff_plus_plus/train/Real/028_f223.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/028_068_f223.jpg,Deepfakes
data/ff_plus_plus/train/Real/315_f62.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/315_322_f62.jpg,Deepfakes
data/ff_plus_plus/train/Real/848_f247.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/848_894_f247.jpg,Deepfakes
data/ff_plus_plus/train/Real/582_f222.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/582_172_f222.jpg,Deepfakes
data/ff_plus_plus/train/Real/639_f547.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/639_841_f547.jpg,Deepfakes
data/ff_plus_plus/train/Real/493_f13.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/493_538_f13.jpg,Deepfakes
data/ff_plus_plus/train/Real/977_f582.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/977_075_f582.jpg,Deepfakes
data/ff_plus_plus/train/Real/923_f0.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/923_023_f0.jpg,Deepfakes
data/ff_plus_plus/train/Real/767_f210.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/767_694_f210.jpg,Deepfakes
data/ff_plus_plus/train/Real/488_f35.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/488_399_f35.jpg,Deepfakes
data/ff_plus_plus/train/Real/637_f491.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/637_427_f491.jpg,Deepfakes
data/ff_plus_plus/train/Real/101_f870.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/101_096_f870.jpg,Deepfakes
data/ff_plus_plus/train/Real/192_f147.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/192_134_f147.jpg,Deepfakes
data/ff_plus_plus/train/Real/542_f275.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/542_520_f275.jpg,Deepfakes
data/ff_plus_plus/train/Real/773_f119.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/773_652_f119.jpg,Deepfakes
data/ff_plus_plus/train/Real/886_f36.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/886_877_f36.jpg,Deepfakes
data/ff_plus_plus/train/Real/266_f432.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/266_252_f432.jpg,Deepfakes
data/ff_plus_plus/train/Real/568_f372.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/568_628_f372.jpg,Deepfakes
data/ff_plus_plus/train/Real/617_f10.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/617_566_f10.jpg,Deepfakes
data/ff_plus_plus/train/Real/090_f236.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/090_086_f236.jpg,Deepfakes
data/ff_plus_plus/train/Real/910_f190.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/910_911_f190.jpg,Deepfakes
data/ff_plus_plus/train/Real/416_f10.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/416_342_f10.jpg,Deepfakes
data/ff_plus_plus/train/Real/646_f60.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/646_643_f60.jpg,Deepfakes
data/ff_plus_plus/train/Real/594_f10.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/594_530_f10.jpg,Deepfakes
data/ff_plus_plus/train/Real/357_f309.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/357_432_f309.jpg,Deepfakes
data/ff_plus_plus/train/Real/652_f156.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/652_773_f156.jpg,Deepfakes
data/ff_plus_plus/train/Real/835_f73.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/835_651_f73.jpg,Deepfakes
data/ff_plus_plus/train/Real/229_f229.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/229_247_f229.jpg,Deepfakes
data/ff_plus_plus/train/Real/504_f316.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/504_502_f316.jpg,Deepfakes
data/ff_plus_plus/train/Real/782_f497.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/782_787_f497.jpg,Deepfakes
data/ff_plus_plus/train/Real/431_f572.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/431_447_f572.jpg,Deepfakes
data/ff_plus_plus/train/Real/289_f513.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/289_228_f513.jpg,Deepfakes
data/ff_plus_plus/train/Real/995_f94.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/995_233_f94.jpg,Deepfakes
data/ff_plus_plus/train/Real/051_f518.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/051_332_f518.jpg,Deepfakes
data/ff_plus_plus/train/Real/081_f1128.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/081_087_f1128.jpg,Deepfakes
data/ff_plus_plus/train/Real/286_f184.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/286_267_f184.jpg,Deepfakes
data/ff_plus_plus/train/Real/712_f340.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/712_716_f340.jpg,Deepfakes
data/ff_plus_plus/train/Real/767_f112.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/767_694_f112.jpg,Deepfakes
data/ff_plus_plus/train/Real/177_f352.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/177_211_f352.jpg,Deepfakes
data/ff_plus_plus/train/Real/801_f274.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/801_855_f274.jpg,Deepfakes
data/ff_plus_plus/train/Real/702_f464.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/702_612_f464.jpg,Deepfakes
data/ff_plus_plus/train/Real/918_f341.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/918_934_f341.jpg,Deepfakes
data/ff_plus_plus/train/Real/762_f14.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/762_832_f14.jpg,Deepfakes
data/ff_plus_plus/train/Real/488_f196.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/488_399_f196.jpg,Deepfakes
data/ff_plus_plus/train/Real/240_f1141.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/240_290_f1141.jpg,Deepfakes
data/ff_plus_plus/train/Real/062_f29.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/062_066_f29.jpg,Deepfakes
data/ff_plus_plus/train/Real/961_f88.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/961_069_f88.jpg,Deepfakes
data/ff_plus_plus/train/Real/112_f244.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/112_892_f244.jpg,Deepfakes
data/ff_plus_plus/train/Real/313_f99.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/313_283_f99.jpg,Deepfakes
data/ff_plus_plus/train/Real/727_f114.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/727_729_f114.jpg,Deepfakes
data/ff_plus_plus/train/Real/889_f11.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/889_045_f11.jpg,Deepfakes
data/ff_plus_plus/train/Real/026_f232.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/026_012_f232.jpg,Deepfakes
data/ff_plus_plus/train/Real/296_f300.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/296_293_f300.jpg,Deepfakes
data/ff_plus_plus/train/Real/058_f621.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/058_039_f621.jpg,Deepfakes
data/ff_plus_plus/train/Real/369_f253.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/369_316_f253.jpg,Deepfakes
data/ff_plus_plus/train/Real/213_f91.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/213_083_f91.jpg,Deepfakes
data/ff_plus_plus/train/Real/364_f334.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/364_440_f334.jpg,Deepfakes
data/ff_plus_plus/train/Real/578_f135.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/578_636_f135.jpg,Deepfakes
data/ff_plus_plus/train/Real/791_f297.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/791_770_f297.jpg,Deepfakes
data/ff_plus_plus/train/Real/334_f830.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/334_318_f830.jpg,Deepfakes
data/ff_plus_plus/train/Real/864_f56.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/864_839_f56.jpg,Deepfakes
data/ff_plus_plus/train/Real/461_f126.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/461_250_f126.jpg,Deepfakes
data/ff_plus_plus/train/Real/339_f267.jpg,0,Real,,data/ff_plus_plus/train/Fake/Deepfakes/339_392_f267.jpg,Deepfakes
