image_path,label,forgery_type,resolution
data/progan/diningtable/1_fake/11534.png,1,progan,256x256
data/progan/cow/1_fake/04656.png,1,progan,256x256
data/progan/bird/1_fake/09253.png,1,progan,256x256
data/progan/bus/1_fake/01167.png,1,progan,256x256
data/progan/bottle/1_fake/11735.png,1,progan,256x256
data/progan/bicycle/1_fake/05970.png,1,progan,256x256
data/progan/car/1_fake/18061.png,1,progan,256x256
data/progan/airplane/1_fake/08174.png,1,progan,256x256
data/progan/horse/1_fake/00771.png,1,progan,256x256
data/progan/dog/1_fake/06430.png,1,progan,256x256
data/progan/bottle/1_fake/14542.png,1,progan,256x256
data/progan/horse/1_fake/00807.png,1,progan,256x256
data/progan/bottle/1_fake/10105.png,1,progan,256x256
data/progan/airplane/1_fake/02617.png,1,progan,256x256
data/progan/bicycle/1_fake/08727.png,1,progan,256x256
data/progan/person/1_fake/09829.png,1,progan,256x256
data/progan/horse/1_fake/18061.png,1,progan,256x256
data/progan/bicycle/1_fake/03679.png,1,progan,256x256
data/progan/bottle/1_fake/13761.png,1,progan,256x256
data/progan/bicycle/1_fake/07156.png,1,progan,256x256
data/progan/train/1_fake/10386.png,1,progan,256x256
data/progan/airplane/1_fake/12749.png,1,progan,256x256
data/progan/sofa/1_fake/11801.png,1,progan,256x256
data/progan/car/1_fake/15825.png,1,progan,256x256
data/progan/diningtable/1_fake/10316.png,1,progan,256x256
data/progan/bottle/1_fake/17289.png,1,progan,256x256
data/progan/bus/1_fake/14085.png,1,progan,256x256
data/progan/motorbike/1_fake/14085.png,1,progan,256x256
data/progan/cow/1_fake/18641.png,1,progan,256x256
data/progan/bottle/1_fake/07216.png,1,progan,256x256
data/progan/bird/1_fake/14444.png,1,progan,256x256
data/progan/person/1_fake/16394.png,1,progan,256x256
data/progan/tvmonitor/1_fake/02938.png,1,progan,256x256
data/progan/train/1_fake/01050.png,1,progan,256x256
data/progan/dog/1_fake/13836.png,1,progan,256x256
data/progan/dog/1_fake/16219.png,1,progan,256x256
data/progan/cow/1_fake/13527.png,1,progan,256x256
data/progan/bottle/1_fake/19497.png,1,progan,256x256
data/progan/sheep/1_fake/00880.png,1,progan,256x256
data/progan/cow/1_fake/13761.png,1,progan,256x256
data/progan/sheep/1_fake/10378.png,1,progan,256x256
data/progan/chair/1_fake/06216.png,1,progan,256x256
data/progan/boat/1_fake/17680.png,1,progan,256x256
data/progan/bicycle/1_fake/18267.png,1,progan,256x256
data/progan/bicycle/1_fake/19766.png,1,progan,256x256
data/progan/motorbike/1_fake/09829.png,1,progan,256x256
data/progan/chair/1_fake/16841.png,1,progan,256x256
data/progan/cat/1_fake/04991.png,1,progan,256x256
data/progan/chair/1_fake/13409.png,1,progan,256x256
data/progan/chair/1_fake/07882.png,1,progan,256x256
data/progan/cow/1_fake/10641.png,1,progan,256x256
data/progan/sofa/1_fake/13836.png,1,progan,256x256
data/progan/person/1_fake/18267.png,1,progan,256x256
data/progan/bicycle/1_fake/02018.png,1,progan,256x256
data/progan/motorbike/1_fake/16108.png,1,progan,256x256
data/progan/motorbike/1_fake/07156.png,1,progan,256x256
data/progan/motorbike/1_fake/04223.png,1,progan,256x256
data/progan/bird/1_fake/00296.png,1,progan,256x256
data/progan/bicycle/1_fake/04576.png,1,progan,256x256
data/progan/chair/1_fake/04656.png,1,progan,256x256
data/progan/person/1_fake/17882.png,1,progan,256x256
data/progan/car/1_fake/18724.png,1,progan,256x256
data/progan/sheep/1_fake/07463.png,1,progan,256x256
data/progan/sofa/1_fake/12892.png,1,progan,256x256
data/progan/bird/1_fake/04426.png,1,progan,256x256
data/progan/bus/1_fake/01560.png,1,progan,256x256
data/progan/boat/1_fake/18061.png,1,progan,256x256
data/progan/diningtable/1_fake/19522.png,1,progan,256x256
data/progan/cow/1_fake/03505.png,1,progan,256x256
data/progan/bird/1_fake/17289.png,1,progan,256x256
data/progan/chair/1_fake/12749.png,1,progan,256x256
data/progan/boat/1_fake/15599.png,1,progan,256x256
data/progan/cow/1_fake/09016.png,1,progan,256x256
data/progan/bus/1_fake/02135.png,1,progan,256x256
data/progan/sofa/1_fake/17873.png,1,progan,256x256
data/progan/train/1_fake/17873.png,1,progan,256x256
data/progan/bicycle/1_fake/10386.png,1,progan,256x256
data/progan/cow/1_fake/01167.png,1,progan,256x256
data/progan/sheep/1_fake/10418.png,1,progan,256x256
data/progan/sofa/1_fake/12749.png,1,progan,256x256
data/progan/sofa/1_fake/10320.png,1,progan,256x256
data/progan/dog/1_fake/05339.png,1,progan,256x256
data/progan/bird/1_fake/00069.png,1,progan,256x256
data/progan/bicycle/1_fake/00642.png,1,progan,256x256
data/progan/motorbike/1_fake/06720.png,1,progan,256x256
data/progan/dog/1_fake/01050.png,1,progan,256x256
data/progan/sofa/1_fake/02313.png,1,progan,256x256
data/progan/airplane/1_fake/05888.png,1,progan,256x256
data/progan/tvmonitor/1_fake/17129.png,1,progan,256x256
data/progan/bicycle/1_fake/17882.png,1,progan,256x256
data/progan/train/1_fake/19449.png,1,progan,256x256
data/progan/pottedplant/1_fake/08174.png,1,progan,256x256
data/progan/sofa/1_fake/07156.png,1,progan,256x256
data/progan/bottle/1_fake/17058.png,1,progan,256x256
data/progan/boat/1_fake/07552.png,1,progan,256x256
data/progan/chair/1_fake/06142.png,1,progan,256x256
data/progan/cow/1_fake/18724.png,1,progan,256x256
data/progan/cow/1_fake/17241.png,1,progan,256x256
data/progan/bottle/1_fake/07091.png,1,progan,256x256
data/progan/sofa/1_fake/14444.png,1,progan,256x256
data/progan/chair/1_fake/03693.png,1,progan,256x256
data/progan/train/1_fake/09346.png,1,progan,256x256
data/progan/bicycle/1_fake/03655.png,1,progan,256x256
data/progan/boat/1_fake/07057.png,1,progan,256x256
data/progan/cat/1_fake/15766.png,1,progan,256x256
data/progan/airplane/1_fake/00728.png,1,progan,256x256
data/progan/cat/1_fake/19957.png,1,progan,256x256
data/progan/bus/1_fake/08174.png,1,progan,256x256
data/progan/train/1_fake/19497.png,1,progan,256x256
data/progan/sheep/1_fake/00820.png,1,progan,256x256
data/progan/sheep/1_fake/01167.png,1,progan,256x256
data/progan/cow/1_fake/06062.png,1,progan,256x256
data/progan/bus/1_fake/17058.png,1,progan,256x256
data/progan/chair/1_fake/13026.png,1,progan,256x256
data/progan/person/1_fake/05148.png,1,progan,256x256
data/progan/tvmonitor/1_fake/11801.png,1,progan,256x256
data/progan/person/1_fake/19277.png,1,progan,256x256
data/progan/sheep/1_fake/00728.png,1,progan,256x256
data/progan/dog/1_fake/07156.png,1,progan,256x256
data/progan/motorbike/1_fake/10558.png,1,progan,256x256
data/progan/person/1_fake/14542.png,1,progan,256x256
data/progan/cow/1_fake/19433.png,1,progan,256x256
data/progan/boat/1_fake/03127.png,1,progan,256x256
data/progan/boat/1_fake/17566.png,1,progan,256x256
data/progan/car/1_fake/01167.png,1,progan,256x256
data/progan/bottle/1_fake/08828.png,1,progan,256x256
data/progan/tvmonitor/1_fake/17021.png,1,progan,256x256
data/progan/bicycle/1_fake/03634.png,1,progan,256x256
data/progan/dog/1_fake/17265.png,1,progan,256x256
data/progan/pottedplant/1_fake/00880.png,1,progan,256x256
data/progan/dog/1_fake/01952.png,1,progan,256x256
data/progan/bicycle/1_fake/04656.png,1,progan,256x256
data/progan/pottedplant/1_fake/06062.png,1,progan,256x256
data/progan/car/1_fake/08071.png,1,progan,256x256
data/progan/bicycle/1_fake/03127.png,1,progan,256x256
data/progan/bicycle/1_fake/00335.png,1,progan,256x256
data/progan/dog/1_fake/19277.png,1,progan,256x256
data/progan/cow/1_fake/15766.png,1,progan,256x256
data/progan/diningtable/1_fake/05830.png,1,progan,256x256
data/progan/train/1_fake/16841.png,1,progan,256x256
data/progan/sofa/1_fake/08949.png,1,progan,256x256
data/progan/diningtable/1_fake/17399.png,1,progan,256x256
data/progan/boat/1_fake/03793.png,1,progan,256x256
data/progan/bicycle/1_fake/02976.png,1,progan,256x256
data/progan/tvmonitor/1_fake/13472.png,1,progan,256x256
data/progan/diningtable/1_fake/07543.png,1,progan,256x256
data/progan/bicycle/1_fake/12749.png,1,progan,256x256
data/progan/sofa/1_fake/08243.png,1,progan,256x256
data/progan/boat/1_fake/16329.png,1,progan,256x256
data/progan/bicycle/1_fake/07543.png,1,progan,256x256
data/progan/horse/1_fake/03505.png,1,progan,256x256
data/progan/bicycle/1_fake/07413.png,1,progan,256x256
data/progan/motorbike/1_fake/16841.png,1,progan,256x256
data/progan/sofa/1_fake/12901.png,1,progan,256x256
data/progan/bottle/1_fake/16526.png,1,progan,256x256
data/progan/chair/1_fake/05148.png,1,progan,256x256
data/progan/bird/1_fake/08828.png,1,progan,256x256
data/progan/tvmonitor/1_fake/05454.png,1,progan,256x256
data/progan/train/1_fake/04223.png,1,progan,256x256
data/progan/dog/1_fake/13281.png,1,progan,256x256
data/progan/bus/1_fake/00728.png,1,progan,256x256
data/progan/dog/1_fake/17241.png,1,progan,256x256
data/progan/horse/1_fake/03199.png,1,progan,256x256
data/progan/airplane/1_fake/16394.png,1,progan,256x256
data/progan/horse/1_fake/13527.png,1,progan,256x256
data/progan/bicycle/1_fake/13472.png,1,progan,256x256
data/progan/chair/1_fake/11347.png,1,progan,256x256
data/progan/motorbike/1_fake/08949.png,1,progan,256x256
data/progan/dog/1_fake/18857.png,1,progan,256x256
data/progan/dog/1_fake/11308.png,1,progan,256x256
data/progan/diningtable/1_fake/14444.png,1,progan,256x256
data/progan/car/1_fake/09253.png,1,progan,256x256
data/progan/tvmonitor/1_fake/02487.png,1,progan,256x256
data/progan/bus/1_fake/06430.png,1,progan,256x256
data/progan/bottle/1_fake/03294.png,1,progan,256x256
data/progan/motorbike/1_fake/14651.png,1,progan,256x256
data/progan/person/1_fake/13281.png,1,progan,256x256
data/progan/car/1_fake/08174.png,1,progan,256x256
data/progan/bottle/1_fake/17566.png,1,progan,256x256
data/progan/bus/1_fake/08243.png,1,progan,256x256
data/progan/chair/1_fake/02018.png,1,progan,256x256
data/progan/bird/1_fake/13527.png,1,progan,256x256
data/progan/motorbike/1_fake/03711.png,1,progan,256x256
data/progan/car/1_fake/02487.png,1,progan,256x256
data/progan/cow/1_fake/06930.png,1,progan,256x256
data/progan/tvmonitor/1_fake/00335.png,1,progan,256x256
data/progan/pottedplant/1_fake/07463.png,1,progan,256x256
data/progan/tvmonitor/1_fake/02976.png,1,progan,256x256
data/progan/bicycle/1_fake/09372.png,1,progan,256x256
data/progan/airplane/1_fake/03527.png,1,progan,256x256
data/progan/cow/1_fake/07216.png,1,progan,256x256
data/progan/horse/1_fake/14798.png,1,progan,256x256
data/progan/dog/1_fake/10320.png,1,progan,256x256
data/progan/bird/1_fake/00771.png,1,progan,256x256
data/progan/bicycle/1_fake/09850.png,1,progan,256x256
data/progan/dog/1_fake/00253.png,1,progan,256x256
data/progan/bottle/1_fake/07013.png,1,progan,256x256
data/progan/diningtable/1_fake/06930.png,1,progan,256x256
data/progan/bird/1_fake/14542.png,1,progan,256x256
data/progan/tvmonitor/1_fake/02022.png,1,progan,256x256
data/progan/cat/1_fake/02617.png,1,progan,256x256
data/progan/train/1_fake/00728.png,1,progan,256x256
data/progan/bicycle/1_fake/07552.png,1,progan,256x256
data/progan/train/1_fake/00069.png,1,progan,256x256
data/progan/bus/1_fake/00049.png,1,progan,256x256
data/progan/cat/1_fake/10890.png,1,progan,256x256
data/progan/bus/1_fake/17021.png,1,progan,256x256
data/progan/boat/1_fake/04223.png,1,progan,256x256
data/progan/sofa/1_fake/01167.png,1,progan,256x256
data/progan/dog/1_fake/02356.png,1,progan,256x256
data/progan/person/1_fake/07552.png,1,progan,256x256
