recognizer,identity_id,image_path,correct
arcface,Paula_Radcliffe,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Paula_Radcliffe\Paula_Radcliffe_0006.png,1
arcface,Enrique_Bolanos,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Enrique_Bolanos\Enrique_Bolanos_0001.png,1
arcface,Enrique_Bolanos,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Enrique_Bolanos\Enrique_Bolanos_0002.png,1
arcface,Enrique_Bolanos,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Enrique_Bolanos\Enrique_Bolanos_0003.png,1
arcface,Enrique_Bolanos,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Enrique_Bolanos\Enrique_Bolanos_0004.png,1
arcface,Enrique_Bolanos,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Enrique_Bolanos\Enrique_Bolanos_0005.png,1
arcface,Binyamin_Ben-Eliezer,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Binyamin_Ben-Eliezer\Binyamin_Ben-Eliezer_0002.png,1
arcface,Binyamin_Ben-Eliezer,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Binyamin_Ben-Eliezer\Binyamin_Ben-Eliezer_0003.png,1
arcface,Binyamin_Ben-Eliezer,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Binyamin_Ben-Eliezer\Binyamin_Ben-Eliezer_0005.png,1
arcface,Binyamin_Ben-Eliezer,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Binyamin_Ben-Eliezer\Binyamin_Ben-Eliezer_0006.png,1
arcface,Binyamin_Ben-Eliezer,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Binyamin_Ben-Eliezer\Binyamin_Ben-Eliezer_0007.png,1
arcface,Gregg_Popovich,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Gregg_Popovich\Gregg_Popovich_0001.png,1
arcface,Gregg_Popovich,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Gregg_Popovich\Gregg_Popovich_0002.png,1
arcface,Gregg_Popovich,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Gregg_Popovich\Gregg_Popovich_0003.png,1
arcface,Gregg_Popovich,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Gregg_Popovich\Gregg_Popovich_0004.png,1
arcface,Gregg_Popovich,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Gregg_Popovich\Gregg_Popovich_0005.png,1
arcface,Holly_Hunter,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Holly_Hunter\Holly_Hunter_0003.png,1
arcface,Holly_Hunter,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Holly_Hunter\Holly_Hunter_0004.png,0
arcface,Holly_Hunter,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Holly_Hunter\Holly_Hunter_0005.png,1
arcface,Holly_Hunter,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Holly_Hunter\Holly_Hunter_0006.png,1
arcface,Holly_Hunter,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Holly_Hunter\Holly_Hunter_0007.png,0
arcface,Xanana_Gusmao,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Xanana_Gusmao\Xanana_Gusmao_0001.png,1
arcface,Xanana_Gusmao,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Xanana_Gusmao\Xanana_Gusmao_0002.png,0
arcface,Xanana_Gusmao,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Xanana_Gusmao\Xanana_Gusmao_0003.png,1
arcface,Xanana_Gusmao,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Xanana_Gusmao\Xanana_Gusmao_0004.png,1
arcface,Xanana_Gusmao,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Xanana_Gusmao\Xanana_Gusmao_0005.png,1
arcface,Luis_Gonzalez_Macchi,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Luis_Gonzalez_Macchi\Luis_Gonzalez_Macchi_0001.png,1
arcface,Luis_Gonzalez_Macchi,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Luis_Gonzalez_Macchi\Luis_Gonzalez_Macchi_0002.png,1
arcface,Luis_Gonzalez_Macchi,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Luis_Gonzalez_Macchi\Luis_Gonzalez_Macchi_0003.png,1
arcface,Luis_Gonzalez_Macchi,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Luis_Gonzalez_Macchi\Luis_Gonzalez_Macchi_0004.png,1
arcface,Luis_Gonzalez_Macchi,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Luis_Gonzalez_Macchi\Luis_Gonzalez_Macchi_0005.png,1
arcface,Scott_Peterson,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Scott_Peterson\Scott_Peterson_0001.png,1
arcface,Scott_Peterson,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Scott_Peterson\Scott_Peterson_0002.png,1
arcface,Scott_Peterson,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Scott_Peterson\Scott_Peterson_0003.png,1
arcface,Scott_Peterson,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Scott_Peterson\Scott_Peterson_0004.png,1
arcface,Scott_Peterson,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Scott_Peterson\Scott_Peterson_0005.png,1
arcface,Carla_Del_Ponte,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Carla_Del_Ponte\Carla_Del_Ponte_0001.png,1
arcface,Carla_Del_Ponte,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Carla_Del_Ponte\Carla_Del_Ponte_0002.png,1
arcface,Carla_Del_Ponte,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Carla_Del_Ponte\Carla_Del_Ponte_0003.png,1
arcface,Carla_Del_Ponte,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Carla_Del_Ponte\Carla_Del_Ponte_0004.png,1
arcface,Carla_Del_Ponte,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Carla_Del_Ponte\Carla_Del_Ponte_0005.png,1
arcface,Martina_McBride,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Martina_McBride\Martina_McBride_0001.png,1
arcface,Martina_McBride,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Martina_McBride\Martina_McBride_0002.png,1
arcface,Martina_McBride,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Martina_McBride\Martina_McBride_0003.png,1
arcface,Martina_McBride,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Martina_McBride\Martina_McBride_0004.png,1
arcface,Martina_McBride,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Martina_McBride\Martina_McBride_0005.png,1
arcface,Roman_Polanski,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Roman_Polanski\Roman_Polanski_0001.png,1
arcface,Roman_Polanski,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Roman_Polanski\Roman_Polanski_0002.png,1
arcface,Roman_Polanski,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Roman_Polanski\Roman_Polanski_0003.png,1
arcface,Roman_Polanski,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Roman_Polanski\Roman_Polanski_0005.png,1
arcface,Roman_Polanski,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Roman_Polanski\Roman_Polanski_0006.png,1
arcface,Igor_Ivanov,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Igor_Ivanov\Igor_Ivanov_0003.png,1
arcface,Igor_Ivanov,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Igor_Ivanov\Igor_Ivanov_0007.png,1
arcface,Igor_Ivanov,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Igor_Ivanov\Igor_Ivanov_0008.png,1
arcface,Igor_Ivanov,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Igor_Ivanov\Igor_Ivanov_0010.png,1
arcface,Igor_Ivanov,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Igor_Ivanov\Igor_Ivanov_0019.png,1
arcface,Michael_Chang,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Michael_Chang\Michael_Chang_0001.png,1
arcface,Michael_Chang,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Michael_Chang\Michael_Chang_0002.png,1
arcface,Michael_Chang,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Michael_Chang\Michael_Chang_0003.png,1
arcface,Michael_Chang,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Michael_Chang\Michael_Chang_0004.png,1
arcface,Michael_Chang,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Michael_Chang\Michael_Chang_0007.png,1
arcface,William_Donaldson,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\William_Donaldson\William_Donaldson_0001.png,1
arcface,William_Donaldson,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\William_Donaldson\William_Donaldson_0003.png,1
arcface,William_Donaldson,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\William_Donaldson\William_Donaldson_0004.png,1
arcface,William_Donaldson,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\William_Donaldson\William_Donaldson_0005.png,1
arcface,William_Donaldson,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\William_Donaldson\William_Donaldson_0007.png,1
arcface,Jose_Manuel_Durao_Barroso,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Jose_Manuel_Durao_Barroso\Jose_Manuel_Durao_Barroso_0002.png,1
arcface,Jose_Manuel_Durao_Barroso,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Jose_Manuel_Durao_Barroso\Jose_Manuel_Durao_Barroso_0003.png,1
arcface,Jose_Manuel_Durao_Barroso,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Jose_Manuel_Durao_Barroso\Jose_Manuel_Durao_Barroso_0004.png,1
arcface,Jose_Manuel_Durao_Barroso,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Jose_Manuel_Durao_Barroso\Jose_Manuel_Durao_Barroso_0005.png,1
arcface,Jose_Manuel_Durao_Barroso,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Jose_Manuel_Durao_Barroso\Jose_Manuel_Durao_Barroso_0006.png,1
arcface,Bill_Graham,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Bill_Graham\Bill_Graham_0001.png,1
arcface,Bill_Graham,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Bill_Graham\Bill_Graham_0003.png,1
arcface,Bill_Graham,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Bill_Graham\Bill_Graham_0004.png,1
arcface,Bill_Graham,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Bill_Graham\Bill_Graham_0006.png,1
arcface,Bill_Graham,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Bill_Graham\Bill_Graham_0007.png,1
arcface,Lance_Armstrong,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Lance_Armstrong\Lance_Armstrong_0003.png,1
arcface,Lance_Armstrong,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Lance_Armstrong\Lance_Armstrong_0004.png,1
arcface,Lance_Armstrong,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Lance_Armstrong\Lance_Armstrong_0008.png,1
arcface,Lance_Armstrong,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Lance_Armstrong\Lance_Armstrong_0013.png,1
arcface,Lance_Armstrong,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Lance_Armstrong\Lance_Armstrong_0014.png,1
arcface,James_Blake,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\James_Blake\James_Blake_0001.png,1
arcface,James_Blake,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\James_Blake\James_Blake_0008.png,1
arcface,James_Blake,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\James_Blake\James_Blake_0009.png,1
arcface,James_Blake,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\James_Blake\James_Blake_0012.png,1
arcface,James_Blake,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\James_Blake\James_Blake_0013.png,1
arcface,Nadia_Petrova,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Nadia_Petrova\Nadia_Petrova_0001.png,1
arcface,Nadia_Petrova,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Nadia_Petrova\Nadia_Petrova_0002.png,1
arcface,Nadia_Petrova,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Nadia_Petrova\Nadia_Petrova_0003.png,1
arcface,Nadia_Petrova,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Nadia_Petrova\Nadia_Petrova_0004.png,1
arcface,Nadia_Petrova,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Nadia_Petrova\Nadia_Petrova_0005.png,1
arcface,Jeremy_Greenstock,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Jeremy_Greenstock\Jeremy_Greenstock_0011.png,1
arcface,Jeremy_Greenstock,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Jeremy_Greenstock\Jeremy_Greenstock_0017.png,1
arcface,Jeremy_Greenstock,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Jeremy_Greenstock\Jeremy_Greenstock_0018.png,1
arcface,Jeremy_Greenstock,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Jeremy_Greenstock\Jeremy_Greenstock_0020.png,1
arcface,Jeremy_Greenstock,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Jeremy_Greenstock\Jeremy_Greenstock_0022.png,1
arcface,Jon_Gruden,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Jon_Gruden\Jon_Gruden_0003.png,1
arcface,Jon_Gruden,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Jon_Gruden\Jon_Gruden_0004.png,1
arcface,Jon_Gruden,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Jon_Gruden\Jon_Gruden_0005.png,1
arcface,Jon_Gruden,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Jon_Gruden\Jon_Gruden_0006.png,1
arcface,Jon_Gruden,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Jon_Gruden\Jon_Gruden_0007.png,1
arcface,Jackie_Chan,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Jackie_Chan\Jackie_Chan_0003.png,1
arcface,Jackie_Chan,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Jackie_Chan\Jackie_Chan_0005.png,1
arcface,Jackie_Chan,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Jackie_Chan\Jackie_Chan_0008.png,1
arcface,Jackie_Chan,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Jackie_Chan\Jackie_Chan_0011.png,1
arcface,Jackie_Chan,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Jackie_Chan\Jackie_Chan_0013.png,1
arcface,Sergio_Vieira_De_Mello,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Sergio_Vieira_De_Mello\Sergio_Vieira_De_Mello_0004.png,1
arcface,Sergio_Vieira_De_Mello,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Sergio_Vieira_De_Mello\Sergio_Vieira_De_Mello_0005.png,1
arcface,Sergio_Vieira_De_Mello,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Sergio_Vieira_De_Mello\Sergio_Vieira_De_Mello_0006.png,1
arcface,Sergio_Vieira_De_Mello,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Sergio_Vieira_De_Mello\Sergio_Vieira_De_Mello_0008.png,1
arcface,Sergio_Vieira_De_Mello,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Sergio_Vieira_De_Mello\Sergio_Vieira_De_Mello_0009.png,1
arcface,Chen_Shui-bian,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Chen_Shui-bian\Chen_Shui-bian_0001.png,1
arcface,Chen_Shui-bian,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Chen_Shui-bian\Chen_Shui-bian_0002.png,1
arcface,Chen_Shui-bian,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Chen_Shui-bian\Chen_Shui-bian_0003.png,1
arcface,Chen_Shui-bian,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Chen_Shui-bian\Chen_Shui-bian_0004.png,1
