identity_id,arcface_path,facenet_path
Monica_Seles,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Monica_Seles\Monica_Seles_0006.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Monica_Seles\Monica_Seles_0006.png
David_Wells,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\David_Wells\David_Wells_0001.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\David_Wells\David_Wells_0001.png
David_Wells,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\David_Wells\David_Wells_0002.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\David_Wells\David_Wells_0002.png
David_Wells,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\David_Wells\David_Wells_0003.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\David_Wells\David_Wells_0003.png
David_Wells,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\David_Wells\David_Wells_0005.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\David_Wells\David_Wells_0005.png
David_Wells,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\David_Wells\David_Wells_0007.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\David_Wells\David_Wells_0007.png
Vincent_Brooks,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Vincent_Brooks\Vincent_Brooks_0002.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Vincent_Brooks\Vincent_Brooks_0002.png
Vincent_Brooks,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Vincent_Brooks\Vincent_Brooks_0003.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Vincent_Brooks\Vincent_Brooks_0003.png
Vincent_Brooks,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Vincent_Brooks\Vincent_Brooks_0004.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Vincent_Brooks\Vincent_Brooks_0004.png
Vincent_Brooks,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Vincent_Brooks\Vincent_Brooks_0006.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Vincent_Brooks\Vincent_Brooks_0006.png
Vincent_Brooks,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Vincent_Brooks\Vincent_Brooks_0007.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Vincent_Brooks\Vincent_Brooks_0007.png
Ricardo_Sanchez,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Ricardo_Sanchez\Ricardo_Sanchez_0001.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Ricardo_Sanchez\Ricardo_Sanchez_0001.png
Ricardo_Sanchez,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Ricardo_Sanchez\Ricardo_Sanchez_0002.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Ricardo_Sanchez\Ricardo_Sanchez_0002.png
Ricardo_Sanchez,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Ricardo_Sanchez\Ricardo_Sanchez_0003.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Ricardo_Sanchez\Ricardo_Sanchez_0003.png
Ricardo_Sanchez,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Ricardo_Sanchez\Ricardo_Sanchez_0004.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Ricardo_Sanchez\Ricardo_Sanchez_0004.png
Ricardo_Sanchez,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Ricardo_Sanchez\Ricardo_Sanchez_0005.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Ricardo_Sanchez\Ricardo_Sanchez_0005.png
Edmund_Stoiber,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Edmund_Stoiber\Edmund_Stoiber_0001.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Edmund_Stoiber\Edmund_Stoiber_0001.png
Edmund_Stoiber,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Edmund_Stoiber\Edmund_Stoiber_0002.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Edmund_Stoiber\Edmund_Stoiber_0002.png
Edmund_Stoiber,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Edmund_Stoiber\Edmund_Stoiber_0006.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Edmund_Stoiber\Edmund_Stoiber_0006.png
Edmund_Stoiber,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Edmund_Stoiber\Edmund_Stoiber_0009.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Edmund_Stoiber\Edmund_Stoiber_0009.png
Edmund_Stoiber,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Edmund_Stoiber\Edmund_Stoiber_0011.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Edmund_Stoiber\Edmund_Stoiber_0011.png
Madonna,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Madonna\Madonna_0001.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Madonna\Madonna_0001.png
Madonna,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Madonna\Madonna_0002.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Madonna\Madonna_0002.png
Madonna,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Madonna\Madonna_0003.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Madonna\Madonna_0003.png
Madonna,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Madonna\Madonna_0004.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Madonna\Madonna_0004.png
Madonna,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Madonna\Madonna_0005.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Madonna\Madonna_0005.png
Jelena_Dokic,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Jelena_Dokic\Jelena_Dokic_0002.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Jelena_Dokic\Jelena_Dokic_0002.png
Jelena_Dokic,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Jelena_Dokic\Jelena_Dokic_0003.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Jelena_Dokic\Jelena_Dokic_0003.png
Jelena_Dokic,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Jelena_Dokic\Jelena_Dokic_0004.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Jelena_Dokic\Jelena_Dokic_0004.png
Jelena_Dokic,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Jelena_Dokic\Jelena_Dokic_0005.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Jelena_Dokic\Jelena_Dokic_0005.png
Jelena_Dokic,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Jelena_Dokic\Jelena_Dokic_0007.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Jelena_Dokic\Jelena_Dokic_0007.png
Paula_Radcliffe,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Paula_Radcliffe\Paula_Radcliffe_0001.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Paula_Radcliffe\Paula_Radcliffe_0001.png
Paula_Radcliffe,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Paula_Radcliffe\Paula_Radcliffe_0002.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Paula_Radcliffe\Paula_Radcliffe_0002.png
Paula_Radcliffe,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Paula_Radcliffe\Paula_Radcliffe_0004.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Paula_Radcliffe\Paula_Radcliffe_0004.png
Paula_Radcliffe,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Paula_Radcliffe\Paula_Radcliffe_0005.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Paula_Radcliffe\Paula_Radcliffe_0005.png
Paula_Radcliffe,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Paula_Radcliffe\Paula_Radcliffe_0006.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Paula_Radcliffe\Paula_Radcliffe_0006.png
Enrique_Bolanos,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Enrique_Bolanos\Enrique_Bolanos_0001.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Enrique_Bolanos\Enrique_Bolanos_0001.png
Enrique_Bolanos,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Enrique_Bolanos\Enrique_Bolanos_0002.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Enrique_Bolanos\Enrique_Bolanos_0002.png
Enrique_Bolanos,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Enrique_Bolanos\Enrique_Bolanos_0003.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Enrique_Bolanos\Enrique_Bolanos_0003.png
Enrique_Bolanos,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Enrique_Bolanos\Enrique_Bolanos_0004.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Enrique_Bolanos\Enrique_Bolanos_0004.png
Enrique_Bolanos,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Enrique_Bolanos\Enrique_Bolanos_0005.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Enrique_Bolanos\Enrique_Bolanos_0005.png
Binyamin_Ben-Eliezer,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Binyamin_Ben-Eliezer\Binyamin_Ben-Eliezer_0002.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Binyamin_Ben-Eliezer\Binyamin_Ben-Eliezer_0002.png
Binyamin_Ben-Eliezer,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Binyamin_Ben-Eliezer\Binyamin_Ben-Eliezer_0003.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Binyamin_Ben-Eliezer\Binyamin_Ben-Eliezer_0003.png
Binyamin_Ben-Eliezer,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Binyamin_Ben-Eliezer\Binyamin_Ben-Eliezer_0005.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Binyamin_Ben-Eliezer\Binyamin_Ben-Eliezer_0005.png
Binyamin_Ben-Eliezer,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Binyamin_Ben-Eliezer\Binyamin_Ben-Eliezer_0006.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Binyamin_Ben-Eliezer\Binyamin_Ben-Eliezer_0006.png
Binyamin_Ben-Eliezer,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Binyamin_Ben-Eliezer\Binyamin_Ben-Eliezer_0007.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Binyamin_Ben-Eliezer\Binyamin_Ben-Eliezer_0007.png
Gregg_Popovich,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Gregg_Popovich\Gregg_Popovich_0001.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Gregg_Popovich\Gregg_Popovich_0001.png
Gregg_Popovich,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Gregg_Popovich\Gregg_Popovich_0002.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Gregg_Popovich\Gregg_Popovich_0002.png
Gregg_Popovich,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Gregg_Popovich\Gregg_Popovich_0003.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Gregg_Popovich\Gregg_Popovich_0003.png
Gregg_Popovich,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Gregg_Popovich\Gregg_Popovich_0004.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Gregg_Popovich\Gregg_Popovich_0004.png
Gregg_Popovich,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Gregg_Popovich\Gregg_Popovich_0005.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Gregg_Popovich\Gregg_Popovich_0005.png
Holly_Hunter,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Holly_Hunter\Holly_Hunter_0003.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Holly_Hunter\Holly_Hunter_0003.png
Holly_Hunter,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Holly_Hunter\Holly_Hunter_0004.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Holly_Hunter\Holly_Hunter_0004.png
Holly_Hunter,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Holly_Hunter\Holly_Hunter_0005.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Holly_Hunter\Holly_Hunter_0005.png
Holly_Hunter,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Holly_Hunter\Holly_Hunter_0006.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Holly_Hunter\Holly_Hunter_0006.png
Holly_Hunter,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Holly_Hunter\Holly_Hunter_0007.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Holly_Hunter\Holly_Hunter_0007.png
Xanana_Gusmao,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Xanana_Gusmao\Xanana_Gusmao_0001.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Xanana_Gusmao\Xanana_Gusmao_0001.png
Xanana_Gusmao,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Xanana_Gusmao\Xanana_Gusmao_0002.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Xanana_Gusmao\Xanana_Gusmao_0002.png
Xanana_Gusmao,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Xanana_Gusmao\Xanana_Gusmao_0003.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Xanana_Gusmao\Xanana_Gusmao_0003.png
Xanana_Gusmao,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Xanana_Gusmao\Xanana_Gusmao_0004.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Xanana_Gusmao\Xanana_Gusmao_0004.png
Xanana_Gusmao,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Xanana_Gusmao\Xanana_Gusmao_0005.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Xanana_Gusmao\Xanana_Gusmao_0005.png
Luis_Gonzalez_Macchi,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Luis_Gonzalez_Macchi\Luis_Gonzalez_Macchi_0001.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Luis_Gonzalez_Macchi\Luis_Gonzalez_Macchi_0001.png
Luis_Gonzalez_Macchi,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Luis_Gonzalez_Macchi\Luis_Gonzalez_Macchi_0002.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Luis_Gonzalez_Macchi\Luis_Gonzalez_Macchi_0002.png
Luis_Gonzalez_Macchi,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Luis_Gonzalez_Macchi\Luis_Gonzalez_Macchi_0003.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Luis_Gonzalez_Macchi\Luis_Gonzalez_Macchi_0003.png
Luis_Gonzalez_Macchi,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Luis_Gonzalez_Macchi\Luis_Gonzalez_Macchi_0004.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Luis_Gonzalez_Macchi\Luis_Gonzalez_Macchi_0004.png
Luis_Gonzalez_Macchi,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Luis_Gonzalez_Macchi\Luis_Gonzalez_Macchi_0005.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Luis_Gonzalez_Macchi\Luis_Gonzalez_Macchi_0005.png
Scott_Peterson,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Scott_Peterson\Scott_Peterson_0001.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Scott_Peterson\Scott_Peterson_0001.png
Scott_Peterson,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Scott_Peterson\Scott_Peterson_0002.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Scott_Peterson\Scott_Peterson_0002.png
Scott_Peterson,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Scott_Peterson\Scott_Peterson_0003.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Scott_Peterson\Scott_Peterson_0003.png
Scott_Peterson,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Scott_Peterson\Scott_Peterson_0004.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Scott_Peterson\Scott_Peterson_0004.png
Scott_Peterson,Hybrid-Deepfake-Defense-System\data\lfw\arcface_112\Scott_Peterson\Scott_Peterson_0005.png,Hybrid-Deepfake-Defense-System\data\lfw\facenet_160\Scott_Peterson\Scott_Peterson_0005.png
